 lga_code, lga_name,year, homeless_f_0_9, at_risk_f_0_9, homeless_m_0_9, at_risk_m_0_9, homeless_f_10_19, at_risk_f_10_19, homeless_m_10_19, at_risk_m_10_19, homeless_f_20_29, at_risk_f_20_29, homeless_m_20_29, at_risk_m_20_29, homeless_f_30_39, at_risk_f_30_39, homeless_m_30_39, at_risk_m_30_39, homeless_f_40_49, at_risk_f_40_49, homeless_m_40_49, at_risk_m_40_49, homeless_f_50_59, at_risk_f_50_59, homeless_m_50_59, at_risk_m_50_59, homeless_f_60_plus, at_risk_f_60_plus, homeless_m_60_plus, at_risk_m_60_plus,unknown_f,unknown_m
48130,Wakefield,2018,0,3,0,0,0,4,0,0,4,6,0,0,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,13
48260,Walkerville,2018,14,23,19,32,15,12,16,7,11,4,7,0,15,4,3,4,10,3,12,0,3,0,3,0,0,0,0,0,3,3
48340,Wattle Range,2018,0,4,0,4,5,9,3,3,4,10,4,0,0,8,0,0,6,7,4,0,0,0,0,0,0,3,0,0,5,6
48410,West Torrens,2018,9,19,12,24,18,17,6,16,15,30,12,8,15,27,14,14,8,21,13,15,4,12,4,10,3,13,4,5,3,1
48540,Whyalla,2018,0,3,6,5,12,30,13,15,25,49,14,16,21,33,10,10,10,21,12,3,3,10,4,0,0,6,0,0,8,8
48640,Wudinna,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48750,Yankalilla,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
48830,Yorke Peninsula,2018,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,11
49399,Unincorporated SA,2018,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
50080,Albany,2018,7,33,7,36,15,29,8,14,22,42,15,5,17,61,10,0,17,40,5,5,5,14,4,3,0,8,0,3,3,5
50210,Armadale,2018,27,41,24,37,30,34,14,24,42,41,19,13,39,41,11,8,15,28,12,3,4,9,6,0,3,5,0,0,1,3
50250,Ashburton,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
50280,Augusta-Margaret River,2018,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,4,0,10,7
50350,Bassendean,2018,4,5,3,3,8,5,3,4,8,7,4,0,5,9,3,0,3,4,4,0,0,0,0,0,0,0,0,0,4,9
50420,Bayswater,2018,16,22,23,19,19,21,11,8,19,26,7,9,20,36,15,5,14,17,10,8,7,7,12,10,0,4,0,7,4,3
50490,Belmont,2018,17,15,20,10,21,17,11,5,16,25,3,3,15,26,3,9,19,13,5,3,5,5,0,4,0,0,0,0,5,6
50560,Beverley,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
50630,Boddington,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
50770,Boyup Brook,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
50840,Bridgetown-Greenbushes,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,2
50910,Brookton,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
50980,Broome,2018,14,65,13,55,9,66,0,23,34,72,9,21,21,53,10,10,24,35,12,10,3,22,18,11,4,7,7,5,4,3
51080,Broomehill-Tambellup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
51120,Bruce Rock,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
51190,Bunbury,2018,18,19,25,18,24,20,27,14,47,66,25,22,45,76,21,24,25,53,19,12,4,29,10,7,0,13,3,3,4,2
51260,Busselton,2018,9,0,7,0,12,13,6,4,11,22,8,0,10,40,5,4,7,40,3,6,0,20,0,4,0,6,0,0,6,8
51310,Cambridge,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,12,11
51330,Canning,2018,16,16,29,22,17,22,15,9,23,24,12,9,26,37,6,14,13,25,9,4,3,3,0,5,0,7,3,3,1,3
51400,Capel,2018,4,0,3,7,0,6,0,3,0,12,0,0,3,28,0,0,3,19,0,0,0,7,0,0,0,0,0,0,6,7
51470,Carnamah,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
51540,Carnarvon,2018,3,17,3,20,0,10,0,5,0,34,0,0,3,22,0,4,0,19,0,0,0,12,0,3,0,5,0,3,3,5
51610,Chapman Valley,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
51680,Chittering,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
51750,Claremont,2018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6
51820,Cockburn,2018,18,39,17,32,28,22,13,10,35,77,14,20,30,87,23,33,20,84,13,36,13,58,5,34,0,34,5,40,7,0
51890,Collie,2018,0,0,3,0,4,3,0,0,0,3,3,0,6,9,0,0,0,5,0,0,0,3,0,0,0,3,0,0,4,12
51960,Coolgardie,2018,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,6
52030,Coorow,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52100,Corrigin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52170,Cottesloe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
52240,Cranbrook,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52310,Cuballing,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
52380,Cue,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
52450,Cunderdin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
52520,Dalwallinu,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
52590,Dandaragan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52660,Dardanup,2018,0,0,0,0,4,3,0,0,5,13,0,0,3,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,10
52730,Denmark,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4
52800,Derby-West Kimberley,2018,36,168,28,163,20,107,9,51,24,151,11,41,20,143,4,46,11,92,7,23,6,56,3,28,0,40,3,18,5,0
52870,Donnybrook-Balingup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,1
52940,Dowerin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
53010,Dumbleyung,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53080,Dundas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
53150,East Fremantle,2018,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,5,3,10,0,5,0,3,0,0,0,0,3,8
53220,East Pilbara,2018,4,11,3,17,0,11,0,0,10,23,0,10,9,31,3,5,4,24,5,7,0,9,0,4,0,6,0,3,4,6
53290,Esperance,2018,16,15,10,15,11,3,8,0,15,11,11,4,4,12,7,0,7,8,8,0,0,4,3,5,0,0,0,0,9,9
53360,Exmouth,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
53430,Fremantle,2018,5,8,6,10,14,6,5,0,36,27,39,19,36,46,76,35,38,35,106,52,16,41,66,66,4,38,21,33,1,6
53570,Gingin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0
53640,Gnowangerup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
53710,Goomalling,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53780,Gosnells,2018,42,46,41,66,37,53,31,54,49,63,16,16,45,80,18,23,35,46,9,14,4,16,5,6,0,5,0,5,1,4
53800,Greater Geraldton,2018,20,41,32,53,37,33,24,14,36,78,15,11,43,77,14,15,27,38,17,9,8,8,9,4,4,0,0,4,4,6
53920,Halls Creek,2018,3,35,5,39,3,18,0,5,12,24,0,5,14,25,0,6,11,13,0,4,4,11,0,0,0,6,0,7,2,3
53990,Harvey,2018,3,4,0,0,6,4,8,5,10,13,0,3,11,25,0,0,3,13,0,0,0,10,0,0,0,3,0,0,2,9
54060,Irwin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3
54130,Jerramungup,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
54170,Joondalup,2018,10,10,12,13,14,14,22,14,16,17,12,6,14,45,12,4,11,29,5,6,5,7,0,0,0,8,0,0,2,4
54200,Kalamunda,2018,7,6,9,9,8,10,8,8,6,12,4,0,14,9,0,0,6,6,3,0,3,0,0,0,0,3,0,0,3,10
54280,Kalgoorlie/Boulder,2018,18,22,21,33,15,38,15,26,35,36,18,15,49,52,19,9,31,26,25,6,11,10,12,8,0,3,6,4,5,6
54310,Karratha,2018,14,43,11,38,12,21,4,16,15,31,7,4,8,30,0,4,9,15,0,3,0,7,0,0,0,3,0,0,6,7
54340,Katanning,2018,3,6,4,6,8,5,4,4,4,11,3,0,4,12,3,3,5,7,0,3,0,3,0,0,0,4,0,0,3,2
54410,Kellerberrin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
54480,Kent,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
54550,Kojonup,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
54620,Kondinin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
54690,Koorda,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
54760,Kulin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54830,Kwinana,2018,14,18,18,19,17,29,15,30,15,41,5,7,10,41,7,13,6,35,7,14,0,12,3,6,0,9,0,0,4,3
54900,Lake Grace,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
54970,Laverton,2018,0,0,0,0,5,0,7,0,9,3,9,0,11,0,15,0,12,3,14,0,5,0,5,0,3,0,0,0,8,9
55040,Leonora,2018,4,0,0,0,0,0,10,0,13,0,9,0,12,0,21,0,23,0,21,0,8,0,13,0,9,0,0,0,13,6
55110,Mandurah,2018,37,153,32,162,33,134,18,203,28,101,16,19,31,132,17,28,26,91,13,34,8,45,9,15,0,21,4,7,2,0
55180,Manjimup,2018,0,5,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,14,10
55250,Meekatharra,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
55320,Melville,2018,7,17,11,18,11,11,5,14,12,31,9,10,11,39,8,25,11,35,7,31,4,37,5,10,0,16,3,15,4,0
55390,Menzies,2018,0,0,0,0,0,0,4,0,5,0,6,0,6,0,5,0,3,0,4,0,8,0,0,0,0,0,0,0,8,4
55460,Merredin,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5
55600,Moora,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2
55670,Morawa,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
55740,Mosman Park,2018,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,8,0,8,0,6,0,9,0,0,0,4,10,4
55810,Mount Magnet,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
55880,Mount Marshall,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55950,Mukinbudin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
56090,Mundaring,2018,8,4,7,8,10,8,7,0,9,8,3,9,6,6,5,13,5,7,3,12,0,0,0,5,0,0,0,0,7,8
56160,Murchison,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
56230,Murray,2018,5,22,3,26,0,27,0,26,5,18,3,3,6,22,0,0,0,17,0,3,0,4,0,0,0,4,0,0,6,10
56300,Nannup,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56370,Narembeen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
56460,Narrogin,2018,17,11,13,13,7,8,3,4,13,3,0,0,12,11,0,0,8,6,0,0,0,4,0,0,0,0,0,0,3,4
56580,Nedlands,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,7,9
56620,Ngaanyatjarraku,2018,5,0,3,3,6,0,9,0,19,0,11,0,15,0,15,0,20,0,16,0,12,0,9,0,5,0,5,0,12,4
56730,Northam,2018,7,9,21,8,6,10,8,10,17,13,9,7,10,13,9,6,8,15,5,4,3,8,0,0,0,4,0,0,1,7
56790,Northampton,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
56860,Nungarin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56930,Peppermint Grove,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
57000,Perenjori,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
57080,Perth,2018,20,11,23,10,23,11,16,0,55,17,69,12,69,26,123,19,58,14,110,23,16,13,59,14,9,14,16,12,4,8
57140,Pingelly,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
57210,Plantagenet,2018,0,3,0,5,0,4,0,6,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1
57280,Port Hedland,2018,6,11,7,12,5,16,3,15,13,25,0,7,9,30,0,4,5,24,3,0,3,19,0,3,0,0,0,0,11,4
57350,Quairading,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
57420,Ravensthorpe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
57490,Rockingham,2018,32,49,17,69,29,40,29,28,31,75,12,24,38,111,12,32,23,78,10,17,8,27,6,14,3,16,4,9,4,0
57630,Sandstone,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57700,Serpentine-Jarrahdale,2018,8,5,4,14,0,5,0,0,6,4,0,4,3,11,5,0,0,9,0,0,0,0,0,0,0,0,0,0,6,10
57770,Shark Bay,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57840,South Perth,2018,4,5,5,4,7,4,4,0,3,7,3,3,10,5,0,5,5,14,3,0,0,0,0,3,0,0,0,0,5,7
57910,Stirling,2018,40,53,32,53,55,55,24,34,62,82,21,15,54,91,28,33,29,75,17,21,9,22,7,9,5,15,3,7,2,1
57980,Subiaco,2018,0,3,0,0,0,0,0,0,4,6,0,0,0,3,0,0,4,3,5,0,0,0,0,0,0,0,0,0,2,8
58050,Swan,2018,36,39,39,39,52,41,27,35,50,51,15,7,37,77,20,10,28,42,17,15,7,9,5,3,5,7,0,4,1,2
58190,Tammin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
58260,Three Springs,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
58330,Toodyay,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
58400,Trayning,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
58510,Victoria Park,2018,10,6,7,6,9,11,12,10,15,11,10,4,12,16,5,4,7,9,5,0,4,3,3,6,0,0,0,0,3,4
58540,Victoria Plains,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
58570,Vincent,2018,12,7,15,8,13,17,7,6,36,16,29,7,41,20,60,17,44,15,66,18,15,8,29,10,5,16,13,6,2,0
58610,Wagin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
58680,Wandering,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
58760,Wanneroo,2018,40,41,37,52,28,26,11,31,47,78,9,6,39,115,8,14,17,59,10,17,3,19,4,6,0,8,0,5,3,2
58820,Waroona,2018,0,0,0,0,8,0,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
58890,West Arthur,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
59030,Westonia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59100,Wickepin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
59170,Williams,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
59250,Wiluna,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
59310,Wongan-Ballidu,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
59320,Woodanilling,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
59330,Wyalkatchem,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
59340,Wyndham-East Kimberley,2018,15,35,9,46,8,23,0,9,12,52,0,6,15,52,0,0,0,31,0,7,7,14,0,6,0,13,0,0,8,9
59350,Yalgoo,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
59360,Yilgarn,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
59370,York,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4
60210,Break O'Day,2018,0,0,0,0,3,0,0,0,6,0,0,0,3,0,4,0,0,0,4,0,3,0,0,0,0,0,3,0,11,9
60410,Brighton,2018,14,12,17,21,27,16,12,9,29,24,16,10,15,30,15,0,13,16,9,8,3,0,0,0,0,7,0,0,4,7
60610,Burnie,2018,11,7,22,8,37,18,29,6,14,16,25,9,20,9,12,16,11,10,14,9,6,9,9,0,0,0,4,4,4,4
60810,Central Coast,2018,9,7,19,9,15,4,11,5,10,10,9,0,14,8,7,8,7,4,5,3,0,4,3,3,0,4,0,5,4,3
61010,Central Highlands,2018,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
61210,Circular Head,2018,0,0,0,0,5,0,4,0,0,8,0,3,4,7,0,5,0,6,0,0,0,0,0,0,0,7,0,4,4,9
61410,Clarence,2018,16,17,18,24,28,20,27,12,37,33,22,47,33,25,30,45,19,29,25,26,12,10,13,10,0,9,7,11,6,3
61510,Derwent Valley,2018,0,0,5,4,10,0,7,3,11,3,3,3,7,9,7,9,4,3,10,7,0,5,0,0,0,5,0,3,8,5
61610,Devonport,2018,27,9,16,12,30,17,25,9,31,21,28,7,22,16,27,6,12,10,15,11,4,7,5,6,0,6,3,0,2,5
61810,Dorset,2018,4,0,0,0,0,0,0,0,4,4,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12
62010,Flinders,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
62210,George Town,2018,0,7,0,5,4,3,0,3,8,7,9,0,7,15,0,8,4,6,6,7,0,9,0,4,0,4,0,4,3,8
62410,Glamorgan/Spring Bay,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
62610,Glenorchy,2018,25,39,24,23,34,40,35,29,58,58,33,21,35,54,41,29,24,35,30,22,9,24,8,12,4,14,3,14,2,1
62810,Hobart,2018,16,12,27,6,53,23,36,16,33,30,48,28,39,39,57,19,25,27,46,36,10,18,32,21,6,9,13,15,1,9
63010,Huon Valley,2018,0,4,4,3,5,8,0,8,6,4,5,0,0,8,4,3,6,10,4,0,0,0,0,0,0,6,0,0,11,9
63210,Kentish,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,9
63410,King Island,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63610,Kingborough,2018,12,3,8,4,18,4,3,10,14,6,12,8,11,6,0,5,12,10,8,0,0,7,6,5,0,5,3,0,6,6
63810,Latrobe,2018,0,0,4,3,0,5,0,0,7,0,0,0,9,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,13,4
64010,Launceston,2018,31,35,41,20,77,61,50,42,80,92,83,44,55,80,61,53,50,58,53,49,19,30,30,37,10,24,12,28,2,3
64210,Meander Valley,2018,0,0,3,0,6,5,5,6,7,3,0,0,0,6,0,4,7,9,0,0,0,7,0,0,0,0,0,4,9,16
64610,Northern Midlands,2018,5,0,5,0,7,9,3,0,11,8,6,0,9,6,0,0,5,13,0,6,3,0,0,5,0,4,0,0,6,15
64810,Sorell,2018,4,3,3,0,8,5,6,5,6,9,5,0,7,8,4,3,0,8,3,0,0,3,0,0,0,0,3,0,4,7
65010,Southern Midlands,2018,0,3,0,0,5,3,0,3,0,0,0,0,3,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8
65210,Tasman,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5
65410,Waratah/Wynyard,2018,6,4,0,7,12,3,3,7,7,8,6,0,4,12,4,0,3,3,4,3,3,4,0,0,0,0,0,0,4,9
65610,West Coast,2018,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,11
65810,West Tamar,2018,0,3,0,0,8,5,11,3,6,11,7,5,5,14,0,0,4,11,7,5,4,5,3,3,0,5,4,3,4,5
70200,Alice Springs,2018,52,225,61,230,61,218,47,144,55,239,46,51,57,230,36,46,40,189,40,53,33,81,33,44,5,53,13,31,3,0
70420,Barkly,2018,44,38,48,46,25,35,6,33,74,44,11,3,51,39,10,6,32,36,11,0,17,17,5,4,10,13,0,8,1,5
70540,Belyuen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
70620,Central Desert,2018,0,18,0,23,0,22,0,8,0,21,0,0,5,22,4,0,4,11,0,0,0,5,0,0,0,0,0,0,6,5
70700,Coomalie,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
71000,Darwin,2018,69,146,57,163,67,120,53,106,61,117,25,26,78,129,38,23,63,87,54,30,30,34,55,32,6,21,25,23,2,3
71300,East Arnhem,2018,10,12,10,9,8,10,0,4,14,16,0,0,21,22,6,0,13,21,3,0,5,6,4,0,4,7,0,0,2,7
72200,Katherine,2018,28,67,29,81,33,89,15,58,26,78,13,18,26,66,21,42,31,64,27,31,16,23,17,22,8,23,12,18,1,4
72300,Litchfield,2018,4,27,5,17,6,12,0,9,8,16,0,13,9,22,4,43,0,15,5,23,0,3,4,11,0,3,6,5,5,6
72330,MacDonnell,2018,0,23,4,31,3,16,0,5,4,42,4,0,8,29,8,0,3,15,4,0,0,4,0,0,0,0,0,0,4,8
72800,Palmerston,2018,18,74,14,64,20,59,11,50,31,65,12,15,32,59,5,15,12,31,8,16,7,19,0,6,3,8,0,11,2,1
73600,Roper Gulf,2018,4,18,0,16,5,13,0,3,5,33,0,0,5,27,3,0,4,10,3,0,0,3,3,0,0,0,0,0,4,9
74050,Tiwi Islands,2018,0,3,0,0,0,9,0,3,0,6,0,0,3,3,7,0,8,8,4,0,5,3,3,0,0,6,0,0,1,5
74550,Victoria Daly,2018,0,10,0,16,0,15,0,9,3,9,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,11
74560,Wagait,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
74660,West Arnhem,2018,4,9,0,8,5,7,0,0,3,16,0,3,0,14,3,0,0,4,0,0,3,5,0,0,0,0,0,0,7,9
74680,West Daly,2018,0,37,5,31,5,25,0,5,7,51,0,0,0,30,0,0,5,27,0,0,4,12,0,0,0,11,0,0,6,6
79399,Unincorporated NT,2018,10,13,11,15,5,11,4,7,10,14,3,0,8,18,7,0,9,13,9,3,5,9,4,4,0,6,0,6,3,6
89399,Unincorporated ACT,2018,166,111,184,156,152,144,119,108,173,290,81,96,103,268,75,129,59,162,71,116,28,90,25,76,8,38,13,45,6,2
99399,Unincorp. Other Territories,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
